job_category,url,job_title,company,location,date_posted,skills,salary,job_description,requirements,company_field
data_analyst,https://www.vietnamworks.com/data-analyst-rfid-production-planning-1983467-jv?source=searchResults&searchType=2&placement=1983467&sortBy=relevance,Data Analyst (RFID Production Planning),Avery Dennison Vietnam,"Long Hau IP, Can Giuoc, Long An Province",19/11/2025,"Production Planning, Supply Chain, Data Analysis, Planning",Thương lượng,"Mô tả công việc
ABOUT YOUR ROLE
The Planning Specialist prepares business related analyses and research for Supply Chain, especially in Planning. The individual prepares forecasts, analyzes trends related to Planning and uses the analyses to compile and prepare reports, graphs and charts of data and/or ensure efficiency.

YOUR RESPONSIBILITIES WILL INCLUDE
- Develop master production schedule according to work order specifications, established priorities, capability of workers, machine/equipment and availability of parts, materials.
- Coordinate with Customer Service to establish priorities for rush/ specific Sale orders.
- Make comparative cost analyses in order to determine the most effective and efficient options for scheduling, inventory, production, distribution, and transportation.
- Make sure each operation meets shipping date according to sales orders.
- Monitor, analyze & report performance of Output reliability, OIP, UEE, UPLH.
- Work with Prepress for the Master data to maintain and update properly the Lead time, color, and Ups information, etc. for the existed, new parts in the Master file.
Yêu cầu công việc",Yêu cầu công việc,Hậu Cần/Xuất Nhập Khẩu/Kho Bãi
data_analyst,https://www.vietnamworks.com/senior-movie-data-analyst-temporary-08-months-1993137-jv?source=searchResults&searchType=2&placement=1993137&sortBy=relevance,Senior Movie Data Analyst (Temporary 08 Months),CJ CGV Vietnam,"7/28 Đường Thành Thái, Phường 14, District 10, Ho Chi Minh City, Vietnam",16/12/2025,"Analysis & Reporting Skills, English Language Proficiency, Market Report, Data Management Skills, Communication and negotiation skills","$ 900-1,100 /tháng","Mô tả công việc
Data analysis and report
• Update/review daily, monthly movie performance, compare with team target, report to Head of Movie Distribution & Studio
• Be in-charge of creating movie data on CGV system. Follow & adjust run time, censorship, movie information on web-app on time
• Make the revenue sharing monthly from all distributors (Closing, register red invoice on CGV system, adjust the figure if wrong data).
• Based on data and reports, In charge of Estimate/forecast movie performance monthly
• Recheck Plan/close status of movie showing schedule of all sites.
• Follow the censorship with Distributors
• Join any Premier & screening as requirement
• Review movie – write movie content summary to valuate movie’s quality
• Have idea to create promotion plan – support low performance

Yêu cầu công việc
Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?","Yêu cầu công việc
Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?","Tiếp Thị, Quảng Cáo/Truyền Thông"
data_analyst,https://www.vietnamworks.com/pmo-data-integration-analyst-1983662-jv?source=searchResults&searchType=2&placement=1983662&sortBy=relevance,PMO & Data Integration Analyst,Công Ty TNHH Hwaseung VINA,"Khu công nghiệp Nhơn Trạch 1, Nhơn Trạch, Đồng Nai",19/11/2025,"Finance Management, Industrial Engineering, Business Administration, Data Analysis, Project Management",Thương lượng,"Mô tả công việc
Overview:
We are seeking a highly organized and analytical professional to support a regional manufacturing optimization program.
The role focuses on project coordination, cross-site data management, and performance tracking across multiple countries.

Key Responsibilities:
• Coordinate collection and consolidation of operational and financial data from multiple manufacturing sites.
• Validate data accuracy and maintain performance dashboards.
• Prepare periodic business reports and management presentations in English.
• Monitor project schedules, deliverables, and risk indicators.
• Support internal reviews and communication between local sites and headquarters.

Yêu cầu công việc
Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?","Yêu cầu công việc
Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?",Sản Xuất
data_analyst,https://www.vietnamworks.com/senior-data-analyst-storefront-ecommerce-platform-total-annual-compensation-dollar55000-1979383-jv?source=searchResults&searchType=2&placement=1979383&sortBy=relevance,"Senior Data Analyst , Storefront eCommerce Platform (Total Annual Compensation $55,000)",Crossian Việt Nam,"Quận 1, TP Hồ Chí Minh",08/12/2025,"Analytical Skills, BI Tools, Data Modeling, Python, SQL","Tới $ 55,000 /năm","Mô tả công việc
ABOUT THE ROLE
Join our Technology Innovations Center of Excellence (CoE) at Crossian, a fast-growing startup that achieved a milestone of $100M in 2024. In this dynamic role, you'll check in daily with your team to stay aligned on project goals and collaborate across our ecosystem with an Agile mindset infused with a unicorn-worthy startup culture.
We are building a cutting-edge Global eCommerce Platform, offering end-to-end solutions for:
• Storefront: Designing customizable and scalable online store systems that provide seamless shopping experiences and support dynamic business growth.
• Ads Manager: Integrating and optimizing advertising tools across platforms like Facebook, Google and more, enabling businesses to launch, track, and analyze marketing campaigns efficiently.
• Marketing Insights & CRM: Turning raw data from marketing campaigns, transactions, and user behavior into actionable insights to enhance customer engagement and drive smarter decision-making.

WHY JOIN US?
We’re not just about building platforms; we’re about creating a workplace where talent thrives. Here's what you’ll gain:
Exceptional Compensation
• Up to 30 months of salary per year through competitive salary packages and performance-based bonuses.",,Công Nghệ Thông Tin/Viễn Thông
data_analyst,https://www.vietnamworks.com/chuyen-vien-phan-tich-va-thiet-ke-mo-hinh-du-lieu-data-analyst-khoi-du-lieu-ho25-485-1991639-jv?source=searchResults&searchType=2&placement=1991639&sortBy=relevance,Chuyên Viên Phân Tích Và Thiết Kế Mô Hình Dữ Liệu - Data Analyst - Khối Dữ Liệu (HO25.485),Ngân Hàng Thương Mại Cổ Phần Quân Đội - MB,"Hà Nội, Việt Nam",10/12/2025,"Data Analysis, Data Visualization, Excel, Oracle Database, SQL",Thương lượng,"Mô tả công việc
Chuyên viên Phân tích và thiết kế Mô hình dữ liệu - Data Analyst - Khối Dữ liệu (HO25.482)
• Hiểu cấu trúc dữ liệu từ source, thực hiện phân tích và thiết kế cơ sở dữ liệu, làm nền tảng cho Data Engineer thực hiện tổ chức dữ liệu vào Datawarehouse.
• Đảm bảo tính logic và nhất quán với dữ liệu đã có trong datawarehouse.
• Xây dựng và maintain các dataset, hướng dẫn các phòng ban liên quan sử dụng các dataset trong phân tích dữ liệu.
• Xây dựng các data model, business model, datamart phục vụ cho các mục tiêu theo yêu cầu của các đơn vị khai thác dữ liệu.
Yêu cầu công việc
Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?
1. Trình độ học vấn
• Tốt nghiệp Đại học (bằng khá) trở lên.
• Ưu tiên ứng viên tốt nghiệp các trường Bách Khoa, Học viện Bưu chính, ĐH Công nghệ-ĐH Quốc gia Hà Nội hoặc các trường ĐH đào tạo có chuyên ngành liên quan dữ liệu, tài chính ngân hàng.
2. Kinh nghiệm làm việc
• Có ít nhất 2 năm kinh nghiệm trở lên làm việc trong các ngành liên quan đến xử lý, phân tích dữ liệu hoặc các lĩnh vực có liên quan, đặc biệt ƯU TIÊN ỨNG VIÊN ĐÃ LÀM cho các dự án bank.","Yêu cầu công việc
Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?
1. Trình độ học vấn
• Tốt nghiệp Đại học (bằng khá) trở lên.
• Ưu tiên ứng viên tốt nghiệp các trường Bách Khoa, Học viện Bưu chính, ĐH Công nghệ-ĐH Quốc gia Hà Nội hoặc các trường ĐH đào tạo có chuyên ngành liên quan dữ liệu, tài chính ngân hàng.
2. Kinh nghiệm làm việc
• Có ít nhất 2 năm kinh nghiệm trở lên làm việc trong các ngành liên quan đến xử lý, phân tích dữ liệu hoặc các lĩnh vực có liên quan, đặc biệt ƯU TIÊN ỨNG VIÊN ĐÃ LÀM cho các dự án bank.",Công Nghệ Thông Tin/Viễn Thông
data_analyst,https://www.vietnamworks.com/chuyen-vien-cao-cap-phan-tich-khach-hang-ca-nhan-data-analyst-retail-banking-khoi-du-lieu-ho25-482-1991632-jv?source=searchResults&searchType=2&placement=1991632&sortBy=relevance,Chuyên Viên Cao Cấp Phân Tích Khách Hàng Cá Nhân - Data Analyst (Retail Banking) - Khối Dữ Liệu (HO25.482),Ngân Hàng Thương Mại Cổ Phần Quân Đội - MB,"Hà Nội, Việt Nam",10/12/2025,"Data Analysis, Oracle, Power BI, SQL, Tableau",Thương lượng,"Mô tả công việc
• Thực hiện công việc phân tích khách hàng (KHCN) trong mảng chức năng được giao đảm bảo đúng quy trình, quy định của MB nhằm thực hiện thành công mục tiêu chung của đơn vị.
• Thu thập dữ liệu phục vụ cho việc phân tích chuyên sâu cho Tổng Giám Đốc/Ban Điều Hành về tình hình triển khai hoạt động kinh doanh mảng khách hàng cá nhân.
• Thực hiện các hoạt động xây dựng và báo cáo tình hình hoạt động kinh doanh mảng khách hàng cá nhân theo định kỳ/đột xuất.
• Thực hiện các hoạt động xây dựng và cung cấp báo cáo tự động trên hệ thống để các đơn vị chủ động khai thác sử dụng.
• Thu thập thông tin/biến đổi dữ liệu phục vụ hoạt động khai phá, phân tích dữ liệu chuyên sâu/đa chiều nhằm tìm ra các giá trị gia tăng/khác biệt mảng Khách hàng cá nhân.
• Thực hiện các hoạt động báo cáo, cung cấp dữ liệu hỗ trợ chương trình kinh doanh và thực hiện đánh giá hiệu quả triển khai nhằm thúc đẩy hoạt động kinh doanh.
Yêu cầu công việc
Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?
• Tốt nghiệp Đại học các chuyên ngành thuộc nhóm ngành Công nghệ, Kinh tế, Tài chính - Ngân hàng
• Có tối thiểu 1 năm kinh nghiệm trong lĩnh vực ngân hàng tài chính","Yêu cầu công việc
Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?
• Tốt nghiệp Đại học các chuyên ngành thuộc nhóm ngành Công nghệ, Kinh tế, Tài chính - Ngân hàng
• Có tối thiểu 1 năm kinh nghiệm trong lĩnh vực ngân hàng tài chính",Công Nghệ Thông Tin/Viễn Thông
data_analyst,https://www.vietnamworks.com/marketing-data-analyst-meta-ads-global-e-commerce-platform-up-to-usd-5-000-and-sign-on-bonus-up-to-3-months-1981901-jv?source=searchResults&searchType=2&placement=1981901&sortBy=relevance,"Marketing Data Analyst - Meta Ads, Global e-Commerce Platform (Up to USD 5,000 and Sign-On Bonus Up to 3 Months)",Crossian Việt Nam,"Ho Chi Minh City, Viet Nam",15/12/2025,"Marketing Research, Data Analysis, Content Marketing, Digital Advertising, SQL","Tới $ 7,000 /tháng","Mô tả công việc
ABOUT THE ROLE
Crossian is a high-growth, technology-driven e-commerce business. Behind our success is our people. Founded in 2020, we’ve built a fast-paced, dynamic environment that has driven an average growth rate of over 1000% in just under 3 years. Our mission is to build direct-to-consumer brands and increase customer lifetime value.

As a Marketing Data Analyst for Meta Ads, you will play an important role in monitoring advertising performance, providing weekly data-driven plans, and supporting the marketing team to make data-based decisions. You’ll work closely with the Meta Ads team to track, analyze, and optimize campaign results for business growth

WHAT YOU WILL DO
• Monitor and analyze Meta Ads campaign performance on a daily and weekly basis.
• Turn data to actionable insights and build weekly action plans to improve campaign results.
• Collaborate with the Marketing Content team to align performance marketing strategy with business goals.
• Ensure data accuracy and consistency across different tracking sources.
• Build and update dashboards and performance reports.",,"Tiếp Thị, Quảng Cáo/Truyền Thông"
data_analyst,https://www.vietnamworks.com/chuyen-vien-phan-tich-du-lieu--1992421-jv?source=searchResults&searchType=2&placement=1992421&sortBy=relevance,Chuyên Viên Phân Tích Dữ Liệu,Công Ty TNHH Chứng Khoán ACB,"107N Trương Định, P.Võ Thị Sáu, Quận 3, Tp.HCM",12/12/2025,"Data Analysis, Phân Tích Dữ Liệu, Data AI, AI Agent, Data Lake",Thương lượng,"Mô tả công việc
1) Phân tích dữ liệu và báo cáo:
Hiểu yêu cầu nghiệp vụ từ các đơn vị kinh doanh và xây dựng báo cáo phân tích phù hợp.
Diễn giải xu hướng, mô hình và kết quả phân tích để hỗ trợ ra quyết định.
Trình bày dữ liệu trực quan bằng công cụ BI (Power BI, Tableau, Looker...).
2) Tổ chức, xây dựng và đánh giá dữ liệu:
Phát triển mô hình dữ liệu, phân loại và chuẩn hóa dữ liệu phục vụ phân tích.
Đánh giá chất lượng dữ liệu và phối hợp cải thiện độ chính xác, đầy đủ.
3) Quản lý dữ liệu (Data Lake/Data Warehouse):
Xây dựng, quản lý và tối ưu giải pháp lưu trữ dữ liệu trên hạ tầng nội bộ và cloud (AWS S3, Redshift, GCP BigQuery…).
Thiết lập quy trình kiểm tra chất lượng dữ liệu tự động, đảm bảo độ chính xác và sẵn sàng cho AI.
Theo dõi, tối ưu hiệu suất hệ thống và pipeline dữ liệu, phối hợp với các nhóm nghiệp vụ/Data Scientist để cung cấp dữ liệu sạch, chuẩn và kịp thời.
4) Phát triển hệ thống AI Agent:
Thiết kế và triển khai pipeline RAG: từ xử lý, phân đoạn, embedding dữ liệu đến lưu trữ trên vector DB để hỗ trợ AI Agent (trên AWS Bedrock, Google Cloud…).
Tích hợp, cấu hình vector DB (OpenSearch), tối ưu indexing phục vụ truy xuất thông tin hiệu quả.",,Công Nghệ Thông Tin/Viễn Thông
data_analyst,https://www.vietnamworks.com/ky-su-phan-tich-du-lieu-1985102-jv?source=searchResults&searchType=2&placement=1985102&sortBy=relevance,Kỹ Sư Phân Tích Dữ Liệu,Tập Đoàn Bưu Chính Viễn Thông Việt Nam (VNPT),"57 Phố Huỳnh Thúc Kháng, Láng Hạ, Đống Đa, Hà Nội, Việt Nam",24/11/2025,"Big Data, Data Visualization, Giải Quyết Vấn Đề, Phân Tích Dữ Liệu, SQL",200tr-500tr ₫/năm,"Mô tả công việc
1. Nghiên cứu & phát triển
• Thực hiện các hoạt động nghiên cứu chuyên môn, công nghệ được giao.
• Áp dụng công nghệ, kỹ thuật cho sản phẩm dịch vụ cung cấp.
• Làm đề tài, sáng kiến theo các đợt phát động của tập đoàn, tổng công ty và công ty.
• Tham gia các hoạt động đào tạo và tự đào tạo theo yêu cầu.

2. Sản xuất & cung cấp sản phẩm phần mềm
• Làm cầu nối giữa đơn vị nghiệp vụ và đơn vị kỹ thuật để ""translate"" ngôn ngữ nghiệp vụ sang ngôn ngữ kỹ thuật.
• Tìm hiểu bài toán (Business Understanding): Khảo sát, phối hợp với BA (phân tích nghiệp vụ) và lên đề xuất giải pháp cho bài toán phân tích.
• Tìm hiểu dữ liệu (Data Understanding): Tìm hiểu ý nghĩa các trường dữ liệu hiện có để đưa làm đầu vào của bài toán; Thu thập, tổng hợp thêm các thuộc tính đặc trưng phục vụ cho đầu vào bài toán.
• Làm sạch dữ liệu (Data Cleaning): Loại bỏ phần tử ngoại lai, thêm các giá trị bị thiếu, sửa các giá trị bị sai trong dữ liệu, dữ liệu không đúng format (Date, String, Number, v.v).
• Tích hợp dữ liệu (Data Integration): Dữ liệu từ nhiều nguồn do đó có thể bị trùng lặp dữ liệu.
• Biến đổi dữ liệu (Data Transformation): Tổng hợp và biến đổi dữ liệu để đưa ra các thuộc tính mới.
• Nghiên cứu và thực hiện phân tích mô tả (Descriptive Analysis); phân tích dự đoán (Predictive Analytics).",,Công Nghệ Thông Tin/Viễn Thông
data_scientist,https://www.vietnamworks.com/truong-nhom-phan-tich-du-lieu-bi-analysis-leader-1972806-jv?source=searchResults&searchType=2&placement=1972806&sortBy=relevance,Trưởng nhóm Phân tích Dữ liệu BI Analysis Leader,GELEX Group,"Gelex Tower, 52 Lê Đại Hành, Hai Bà Trưng, Hà Nội",26/11/2025,"Phân Tích Dữ Liệu, SQL, Power BI, Tableau, Data Warehouse, Data Warehouse, Data Warehouse, Data Warehouse",Thương lượng,"Mô tả công việc
MÔ TẢ CÔNG VIỆC
1. Mục tiêu công việc:
• Ứng dụng phân tích: Chuyển đổi nhu cầu kinh doanh thành giải pháp dữ liệu, triển khai phân tích và theo dõi hiệu quả.
• Chiến lược & phối hợp: Xây dựng và phát triển chính sách và lộ trình phân tích dữ liệu; Đảm bảo phù hợp chiến lược số hóa, quản lý đối tác, đào tạo và thúc đẩy văn hóa dữ liệu.

2. Trách nhiệm chính:
• Xây dựng và phát triển chính sách và lộ trình phân tích dữ liệu đảm bảo giải quyết hiệu quả các vấn đề trong kinh doanh của tập đoàn và các CTTV.
• Phối hợp với các đơn vị kinh doanh/công ty thành viên để chuyển đổi nhu cầu kinh doanh thành giải pháp dữ liệu và năng lực báo cáo.
• Nhận diện các vấn đề tiềm năng trong kinh doanh có thể giải quyết được bằng ứng dụng phân tích dữ liệu từ cơ bản đến nâng cao.
• Ứng dụng toán thống kê, toán ứng dụng dựa trên các nghiên cứu khoa học để giải quyết các vấn đề kinh doanh.
• Chịu trách nhiệm triển khai và trình bày kết quả với các đơn vị kinh doanh/công ty thành viên, đảm bảo tính hiệu quả của việc ứng dụng phân tích dữ liệu.",,Công Nghệ Thông Tin/Viễn Thông
data_analyst,https://www.vietnamworks.com/chuyen-vien-phan-tich-du-lieu-kinh-doanh-bi-analyst-1972802-jv?source=searchResults&searchType=2&placement=1972802&sortBy=relevance,Chuyên viên Phân tích Dữ liệu Kinh doanh - BI Analyst,GELEX Group,"Gelex Tower, 52 Lê Đại Hành, Hai Bà Trưng, Hà Nội",26/11/2025,"Data Storytelling, Data Storytelling, Phân Tích Dữ Liệu, SQL, Power BI, Tableau",Thương lượng,"Mô tả công việc
MÔ TẢ CÔNG VIỆC
1. Mục tiêu công việc:
• Phân tích dữ liệu và xây dựng các báo cáo trực quan nhằm hỗ trợ ra quyết định chiến lược và vận hành trong tổ chức.
• Sử dụng các công cụ BI như Power BI hoặc Tableau để chuyển hóa dữ liệu thành thông tin giá trị phục vụ các đơn vị nghiệp vụ.

2. Trách nhiệm chính:
• Thu thập, phân tích và hiểu yêu cầu nghiệp vụ từ các phòng ban để xây dựng báo cáo và dashboard phù hợp.
• Phối hợp với stakeholder thuộc các phòng ban nội bộ và các công ty thành viên để xác định và điều chỉnh các giải pháp, đề xuất dựa trên dữ liệu phù hợp với các yêu cầu và bài toán kinh doanh.
• Trực tiếp giải quyết các vấn đề kinh doanh thông qua triển khai phân tích mô tả và phân tích chẩn đoán để khai phá insight, xác định nguyên nhân, các tác động từ dữ liệu đến các chỉ số liên quan.
• Nghiên cứu và triển khai phương pháp phân tích chuyên sâu (dự báo, tối ưu hóa, …) để nâng cao năng lực phân tích, đề xuất cải tiến quy trình hoặc chiến lược.
• Thiết kế, phát triển và duy trì các báo cáo BI, dashboard sử dụng Power BI hoặc Tableau.
• Trực quan hóa dữ liệu một cách hiệu quả, dễ hiểu, hỗ trợ ra quyết định nhanh chóng và chính xác.",,Công Nghệ Thông Tin/Viễn Thông
data_analyst,https://www.vietnamworks.com/chuyen-gia-phan-tich-du-lieu-khach-hang-va-djanh-gia-hieu-qua-1983556-jv?source=searchResults&searchType=2&placement=1983556&sortBy=relevance,Chuyên Gia Phân Tích Dữ Liệu Khách Hàng Và Đánh Giá Hiệu Quả,Công Ty Cổ Phần Chứng Khoán SSI,1C Ngô Quyền - Hoàn Kiếm - Hà Nội,19/11/2025,"Chứng khoán, Fintech, Phân Tích Dữ Liệu, Power BI, Quản Lý Sản Phẩm",Thương lượng,"Mô tả công việc
Vị trí: Chuyên gia Phân tích dữ liệu Khách hàng và Đánh giá hiệu quả
Bộ phận: Phát triển sản phẩm tài chính
Báo cáo cho: Giám đốc Phát triển Sản phẩm tài chính

Nhiệm vụ chính:
• Phân tích hành vi giao dịch của khách hàng đối với các sản phẩm đầu tư (cổ phiếu, trái phiếu, sản phẩm cấu trúc...) nhằm nhận diện xu hướng, nhu cầu và các điểm chạm quan trọng trong hành trình đầu tư của khách hàng.
• Phối hợp với các bộ phận liên quan để xây dựng báo cáo phân tích định kỳ hoặc theo yêu cầu nhằm hỗ trợ hoạch định chính sách, thiết kế chương trình thúc đẩy bán hàng (sales campaign), ưu đãi và chăm sóc khách hàng.
• Tư duy, đề xuất các góc nhìn và phương pháp tiếp cận dữ liệu mới giúp nâng cao trải nghiệm người dùng và hiệu quả sản phẩm.
• Xây dựng dashboard và công cụ theo dõi hành vi giao dịch bằng Excel, Power BI hoặc công cụ tương tự.
• Tham gia các dự án cải tiến sản phẩm, trải nghiệm khách hàng và phát triển hệ thống theo vai trò phân tích hành vi người dùng.
• Theo dõi hiệu quả các chương trình sản phẩm sau triển khai để cung cấp phản hồi cho việc tối ưu.",,Công Nghệ Thông Tin/Viễn Thông
data_analyst,https://www.vietnamworks.com/chuyen-vien-cao-cap-phan-tich-du-lieu-va-xay-dung-mo-hinh-phat-hien-gian-lan-khoi-quan-tri-rui-ro-ho25-470-1978734-jv?source=searchResults&searchType=2&placement=1978734&sortBy=relevance,Chuyên Viên Cao Cấp Phân Tích Dữ Liệu Và Xây Dựng Mô Hình Phát Hiện Gian Lận - Khối Quản Trị Rủi Ro (HO25.470),Ngân Hàng Thương Mại Cổ Phần Quân Đội - MB,"Hà Nội, Việt Nam",10/12/2025,"Data Analysis, Model Performance Analysis, Regulatory Compliance, Reporting Tools",Thương lượng,"Mô tả công việc
• Nghiên cứu, áp dụng các kỹ thuật phân tích dữ liệu trong phát hiện gian lận;
• Nghiên cứu, xây dựng các Mô hình Machine Learning, Deep Learning (Random Forest, XGboost, Neural Network, LSTM, …) trong phát hiện gian lận;
• Triển khai Rules-base/Mô hình trên hệ thống phát hiện gian lận của Ngân hàng;
• Quản lý, kiểm định và cải tiến các Rules/Mô hình đã triển khai;
• Được làm việc trực tiếp với Dữ liệu lớn của Ngân hàng;
• Được đào tạo chuyên sâu với các chuyên gia giỏi về Quản trị rủi ro gian lận.

Yêu cầu công việc
Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?
• Tốt nghiệp đại học các chuyên ngành Kinh tế, Quản trị kinh doanh, Tài chính Ngân hàng, Khoa học dữ liệu, Toán Kinh tế, Toán Tài chính,....
• Có nền tảng kiến thức về Tài chính, Thống kê, Data Mining, Machine Learning;
• Có khả năng sử dụng các ngôn ngữ lập trình dùng phân tích dữ nhiệu như Python/SQL/R…;
• Có kinh nghiệm làm việc với các hệ thống tài chính kinh doanh của các tổ chức tài chính/tín dụng là một điểm cộng;","Yêu cầu công việc
Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?
• Tốt nghiệp đại học các chuyên ngành Kinh tế, Quản trị kinh doanh, Tài chính Ngân hàng, Khoa học dữ liệu, Toán Kinh tế, Toán Tài chính,....
• Có nền tảng kiến thức về Tài chính, Thống kê, Data Mining, Machine Learning;
• Có khả năng sử dụng các ngôn ngữ lập trình dùng phân tích dữ nhiệu như Python/SQL/R…;
• Có kinh nghiệm làm việc với các hệ thống tài chính kinh doanh của các tổ chức tài chính/tín dụng là một điểm cộng;",Ngân Hàng & Dịch Vụ Tài Chính
data_analyst,https://www.vietnamworks.com/chuyen-vien-chuyen-vien-cao-cap-phan-tich-du-lieu-va-xay-dung-mo-hinh-phat-hien-gian-lan-khoi-quan-tri-rui-ro-ho25-522-1992202-jv?source=searchResults&searchType=2&placement=1992202&sortBy=relevance,"Chuyên Viên, Chuyên Viên Cao Cấp Phân Tích Dữ Liệu và Xây Dựng Mô Hình Phát Hiện Gian Lận - Khối Quản Trị Rủi Ro (HO25.522)",Ngân Hàng Thương Mại Cổ Phần Quân Đội - MB,"Số 18 phố Lê Văn Lương, phường Yên Hòa, Hà Nội",11/12/2025,"Data Analys, Reporting Tools, Regulatory Compliance, Data Science, Model Performance Analysis",Thương lượng,"Mô tả công việc
• Nghiên cứu, áp dụng các kỹ thuật phân tích dữ liệu trong phát hiện gian lận;
• Nghiên cứu, xây dựng các Mô hình Machine Learning, Deep Learning (Random Forest, XGboost, Neural Network, LSTM, …) trong phát hiện gian lận;
• Triển khai Rules-base/Mô hình trên hệ thống phát hiện gian lận của Ngân hàng;
• Quản lý, kiểm định và cải tiến các Rules/Mô hình đã triển khai;
• Được làm việc trực tiếp với Dữ liệu lớn của Ngân hàng;
• Được đào tạo chuyên sâu với các chuyên gia giỏi về Quản trị rủi ro gian lận.
Yêu cầu công việc
Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?
• Tốt nghiệp đại học các chuyên ngành Kinh tế, Quản trị kinh doanh, Tài chính Ngân hàng, Khoa học dữ liệu, Toán Kinh tế, Toán Tài chính,....
• Có nền tảng kiến thức về Tài chính, Thống kê, Data Mining, Machine Learning;
• Có khả năng sử dụng các ngôn ngữ lập trình dùng phân tích dữ nhiệu như Python/SQL/R…;
• Có kinh nghiệm làm việc với các hệ thống tài chính kinh doanh của các tổ chức tài chính/tín dụng là một điểm cộng;
• Có kinh nghiệm xây dựng và ứng dụng mô hình (PD, Fraud Detection) trong thực tiễn là một lợi thế;","Yêu cầu công việc
Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?
• Tốt nghiệp đại học các chuyên ngành Kinh tế, Quản trị kinh doanh, Tài chính Ngân hàng, Khoa học dữ liệu, Toán Kinh tế, Toán Tài chính,....
• Có nền tảng kiến thức về Tài chính, Thống kê, Data Mining, Machine Learning;
• Có khả năng sử dụng các ngôn ngữ lập trình dùng phân tích dữ nhiệu như Python/SQL/R…;
• Có kinh nghiệm làm việc với các hệ thống tài chính kinh doanh của các tổ chức tài chính/tín dụng là một điểm cộng;
• Có kinh nghiệm xây dựng và ứng dụng mô hình (PD, Fraud Detection) trong thực tiễn là một lợi thế;",Ngân Hàng & Dịch Vụ Tài Chính
